slug,model,variant_group,terminal_source,terminal_raw,terminal_effective,coding_core,coding_bonus,coding_score,agentic-tool-work_core,agentic-tool-work_bonus,agentic-tool-work_score,hard-reasoning_core,hard-reasoning_bonus,hard-reasoning_score,knowledge-science_core,knowledge-science_bonus,knowledge-science_score,instruction-context_core,instruction-context_bonus,instruction-context_score,score,core_only_score,rank,equal_board_score
qwen3-8-flash-next,Qwen3.8-Flash-Next,qwen3 8 flash next,Terminal-Bench v2.1,86.1423,16.08508132022563,16.085081320225633,0.0,16.085081320225633,45.3608,0.0,45.3608,32.074104590463634,0.0,32.074104590463634,24.5,13.507410101792061,38.00741010179206,79.6667,0.0,79.6667,44.385895871097766,41.00904334564975,28,42.238819202496266
deepseek-v4-flash-vision,DeepSeek V4 Flash Vision (max),deepseek v4 flash vision,Terminal-Bench v4.0,12.1212,12.1212,12.1212,0.0,12.1212,41.0309,0.0,41.0309,31.486432919751323,0.0,31.486432919751323,38.5667,0.0,38.5667,81.3333,0.0,81.3333,43.76787822993783,43.76787822993783,29,40.90770658395026
deepseek-v4-pro-0424,DeepSeek V4 Pro (max),deepseek v4 pro,Terminal-Bench v4.0,14.6465,14.6465,14.646499999999998,0.0,14.646499999999998,30.103099999999998,4.118162056340424,34.22126205634042,33.786904402297644,0.0,33.786904402297644,42.95,0.0,42.95,74.6667,0.0,74.6667,43.47000230620846,43.05818610057441,30,40.05427329172761
kimi-k2-6,Kimi K2.6,kimi k2 6,Terminal-Bench v2.1,65.9176,10.92584199323268,10.925841993232682,0.0,10.925841993232682,23.299000000000003,16.03525116559564,39.334251165595646,26.997940662206066,0.0,26.997940662206066,32.6,7.924974847636804,40.524974847636805,81.0,0.0,81.0,42.703030293005185,39.11826146453642,31,39.75660173373424
glm-5-2,GLM-5.2 (max),glm 5 2,Terminal-Bench v2.1,77.9026,13.983167112221368,13.983167112221368,0.0,13.983167112221368,34.63920000000001,0.0,34.63920000000001,43.20421366938646,0.0,43.20421366938646,24.3333,0.0,24.3333,78.3333,0.0,78.3333,42.02909848417982,42.02909848417982,32,38.898636156321565
qwen3-7-max,Qwen3.7 Max,qwen3 7 max,Terminal-Bench v4.0,1.5152,1.5152,1.5151999999999999,0.0,1.5151999999999999,11.752600000000001,32.51212344513745,44.26472344513745,35.21038658577892,0.0,35.21038658577892,31.1333,0.0,31.1333,79.0,0.0,79.0,40.98967399095847,37.73846164644473,33,38.22472200618327
kimi-k2-7-code,Kimi K2.7 Code,kimi k2 7 code,Terminal-Bench v4.0,1.0101,1.0101,1.0101,0.0,1.0101,20.206199999999995,15.737137360063329,35.943337360063325,29.93259093362952,0.0,29.93259093362952,39.5667,0.0,39.5667,79.3333,0.0,79.3333,40.95399646941371,39.38028273340738,34,37.15720565873857
nex-n2-pro,Nex-N2-Pro,nex n2 pro,Terminal-Bench v2.1,67.7903,11.403560203523055,11.403560203523055,0.0,11.403560203523055,17.5258,12.067322396195749,29.59312239619575,27.649583209516926,0.0,27.649583209516926,34.8167,0.0,34.8167,81.6667,0.0,81.6667,40.70309207252726,39.49635983290769,35,37.02593316184715
qwen3-8-27b,Qwen3.8 27B (xhigh),qwen3 8 27b,Terminal-Bench v4.0,5.5556,5.5556,5.5556,0.0,5.5556,48.0412,0.0,48.0412,22.165648780489146,0.0,22.165648780489146,15.5833,15.739111782128631,31.322411782128633,82.0,0.0,82.0,39.509475140654445,35.57469719512228,36,37.81697211252356
grok-4-3,Grok 4.3 (high),grok 4 3,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,12.371100000000002,32.51212344513745,44.883223445137446,26.847867699316453,0.0,26.847867699316453,34.7833,5.257624513019877,40.040924513019874,73.0,0.0,73.0,39.460520547597824,34.89490207482911,37,36.95440333149476
qwen3-7-plus,Qwen3.7 Plus,qwen3 7 plus,Terminal-Bench v4.0,1.0101,1.0101,1.0101,1.461768773419756,2.471868773419756,17.5258,23.47092240888477,40.99672240888477,28.685553855555934,0.0,28.685553855555934,22.516699999999997,15.46881265235578,37.98551265235578,73.0,0.0,73.0,39.38821918387937,32.95465846388898,38,36.62793153804325
gpt-5-4-mini,GPT-5.4 mini (xhigh),gpt 5 4 mini,Terminal-Bench v4.0,2.0202,2.0202,2.0202,0.0,2.0202,25.567,2.588244908318792,28.155244908318792,29.57612212579601,0.0,29.57612212579601,37.4667,0.0,37.4667,77.0,0.0,77.0,39.12926002228088,38.870435531449004,39,34.84365340682296
claude-sonnet-4-6-adaptive,Claude Sonnet 4.6 (max),claude sonnet 4 6,Terminal-Bench v4.0,3.0303,3.0303,3.030299999999999,0.0,3.030299999999999,34.43300000000001,0.0,34.43300000000001,16.58083938255238,0.0,16.58083938255238,40.8667,0.0,40.8667,80.0,0.0,80.0,38.2597298456381,38.2597298456381,40,34.98216787651047
inkling,Inkling,inkling,Terminal-Bench v4.0,1.0101,1.0101,1.0101,0.0,1.0101,29.0722,0.0,29.0722,21.753627068146592,0.0,21.753627068146592,41.55,0.0,41.55,77.3333,0.0,77.3333,38.21796676703664,38.21796676703664,41,34.143845413629315
minimax-m3,MiniMax-M3,minimax m3,Terminal-Bench v4.0,2.0202,2.0202,2.0202,0.0,2.0202,15.2577,23.447264733328993,38.70496473332899,18.578678612592444,0.0,18.578678612592444,16.7,17.279573679867497,33.9795736798675,83.0,0.0,83.0,38.063089546447884,31.398469653148112,42,35.25668340515779
deepseek-v4-flash-0420,DeepSeek V4 Flash (max),deepseek v4 flash,Terminal-Bench v4.0,2.5253,2.5253,2.5253,0.0,2.5253,30.927800000000005,1.468697215533652,32.39649721553366,25.26918455965685,0.0,25.26918455965685,36.8167,0.0,36.8167,74.3333,0.0,74.3333,37.72324086146757,37.57637113991421,43,34.2681963550381
agnes-2-5-pro-alpha,Agnes 2.5 Pro Alpha,agnes 2 5 pro alpha,Terminal-Bench v4.0,3.0303,3.0303,3.030299999999999,0.0,3.030299999999999,12.371100000000002,0.0,12.371100000000002,30.835356624822747,0.0,30.835356624822747,33.48330000000001,0.0,33.48330000000001,75.6667,0.0,75.6667,36.68799415620569,36.68799415620569,44,31.077351324964553
inkling-small,Inkling Small,inkling small,Terminal-Bench v4.0,1.0101,1.0101,1.0101,0.0,1.0101,18.762899999999995,0.0,18.762899999999995,27.231009766991747,0.0,27.231009766991747,33.1667,2.2447181515220223,35.41141815152202,75.6667,0.0,75.6667,36.605086979628446,36.04390744174794,45,31.616425583702753
qwen3-5-397b-a17b,Qwen3.5 397B A17B,qwen3 5 397b a17b,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,13.4021,32.51212344513745,45.91422344513745,12.342715126340723,0.0,12.342715126340723,30.8,6.9946049041157465,37.794604904115744,77.3333,0.0,77.3333,36.45907750212786,31.45921393158518,46,34.67696889511878
glm-5-1,GLM-5.1,glm 5 1,Terminal-Bench v2.1,61.7978,9.874897644028712,9.874897644028714,0.0,9.874897644028714,13.6082,32.51212344513745,46.120323445137444,19.916070490435608,0.0,19.916070490435608,23.699999999999996,0.0,23.699999999999996,73.6667,0.0,73.6667,35.41395961372695,32.162747269213206,47,34.65559831592036
hy3,Hy3,hy3,Terminal-Bench v4.0,0.5051,0.5051,0.5050999999999998,0.0,0.5050999999999998,22.8866,0.0,22.8866,20.87264474617436,0.0,20.87264474617436,31.9667,0.0,31.9667,79.0,0.0,79.0,35.32426118654359,35.32426118654359,48,31.046208949234874
muse-glimmer,Muse Glimmer (high),muse glimmer,Terminal-Bench v4.0,0.5051,0.5051,0.5050999999999998,0.0,0.5050999999999998,23.5052,0.0,23.5052,14.656156643540625,0.0,14.656156643540625,26.9833,6.48648809109531,33.46978809109531,83.3333,0.0,83.3333,35.29109618365898,33.66947416088515,49,31.093908946927186
gpt-5-4-nano,GPT-5.4 nano (xhigh),gpt 5 4 nano,Terminal-Bench v4.0,0.5051,0.5051,0.5050999999999998,0.0,0.5050999999999998,27.4227,0.0,27.4227,27.497953075092695,0.0,27.497953075092695,25.6667,0.0,25.6667,76.6667,0.0,76.6667,35.275873268773175,35.275873268773175,50,31.551830615018538
gpt-5-mini,GPT-5 mini (high),gpt 5 mini,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,15.4639,2.609453662425196,18.0733536624252,0.009101005438961123,32.51212344513745,32.52122445057641,24.966700000000003,3.4980772977038868,28.46477729770389,72.3333,0.0,72.3333,35.137160953312595,25.873665401359737,51,30.2785312821411
mimo-v2-5-0424,MiMo-V2.5,mimo v2 5,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,8.6598,32.51212344513745,41.17192344513745,17.763105805292046,0.0,17.763105805292046,16.750000000000004,14.126211733854184,30.876211733854188,73.0,0.0,73.0,34.52702187930031,27.744256601323013,52,32.56224839685674
mimo-v2-5-pro,MiMo-V2.5-Pro,mimo v2 5 pro,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,9.8969,32.51212344513745,42.40902344513745,18.608138004647323,0.0,18.608138004647323,22.4167,0.0,22.4167,79.6667,0.0,79.6667,34.41378699567558,31.162574651161833,53,32.62011248995695
qwen3-6-27b,Qwen3.6 27B,qwen3 6 27b,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,16.701,26.12046667981089,42.82146667981089,9.812269816917999,0.0,9.812269816917999,19.6,11.495180811095864,31.095180811095865,77.3333,0.0,77.3333,33.842334474984554,28.356492604229498,54,32.212443661564954
qwen3-5-122b-a10b,Qwen3.5 122B A10B,qwen3 5 122b a10b,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,15.2577,28.12566473332899,43.38336473332899,6.996011809595523,0.0,6.996011809595523,24.3667,8.794920649863542,33.16162064986354,76.3333,0.0,76.3333,33.461069738197665,28.44977310239888,55,31.97485963855761
nvidia-nemotron-3-ultra-550b-a55b,Nemotron 3 Ultra,nemotron 3 ultra,Terminal-Bench v4.0,0.5051,0.5051,0.5050999999999998,0.0,0.5050999999999998,14.2268,19.741540645039507,33.968340645039504,16.50408347743067,0.0,16.50408347743067,22.5833,0.0,22.5833,79.3333,0.0,79.3333,33.07776993386162,31.103615869357665,56,30.578824824494035
qwen3-235b-a22b-instruct-2507-reasoning,Qwen3 235B A22B 2507,qwen3 235b a22b 2507,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,7.835099999999999,1.0940866290148819,8.92918662901488,0.0088876262297646,32.51212344513745,32.52101107136721,22.8167,0.0,22.8167,72.0,0.0,72.0,32.727346580743294,24.489907056557442,57,27.25337974007642
quasar-438b,Quasar 438B (max),quasar 438b,Terminal-Bench v4.0,1.0101,1.0101,1.0101,0.0,1.0101,28.6598,0.0,28.6598,26.276949286018723,0.0,26.276949286018723,15.5167,0.0,15.5167,76.3333,0.0,76.3333,32.54923232150468,32.54923232150468,58,29.55936985720374
ring-2-6-1t,Ring-2.6-1T,ring 2 6 1t,Terminal-Bench v4.0,0.5051,0.5051,0.5050999999999998,0.0,0.5050999999999998,17.9381,22.14627969719656,40.08437969719656,17.836880595552575,0.0,17.836880595552575,25.7,0.0,25.7,70.0,0.0,70.0,32.4684231186078,30.253795148888145,59,30.825272058549828
claude-4-5-haiku-reasoning,Claude 4.5 Haiku,claude 4 5 haiku,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,9.278399999999998,0.0,9.278399999999998,0.008195834307744378,32.51212344513745,32.52031927944519,18.016699999999997,0.0,18.016699999999997,74.3333,0.0,74.3333,32.145419969861294,24.017389108576932,60,26.829744055889037
claude-4-5-sonnet-thinking,Claude 4.5 Sonnet,claude 4 5 sonnet,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,24.5361,0.0,24.5361,9.765094032829378,3.6046018259333295,13.369695858762707,32.8667,0.0,32.8667,72.3333,0.0,72.3333,32.096034114690674,31.194883658207345,61,28.62115937175254
qwen3-6-35b-a3b,Qwen3.6 35B A3B,qwen3 6 35b a3b,Terminal-Bench v2.1,44.9438,5.575510280204323,5.575510280204323,0.0,5.575510280204323,9.278399999999998,32.51212344513745,41.790523445137445,4.902978480474906,0.0,4.902978480474906,18.816700000000004,12.40049665734027,31.217196657340274,71.6667,0.0,71.6667,31.96209767099819,25.610761162149377,62,31.030581772631393
minimax-m2-7,MiniMax-M2.7,minimax m2 7,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,9.8969,28.973234805594743,38.870134805594745,7.065786027046106,0.0,7.065786027046106,26.8,0.0,26.8,78.3333,0.0,78.3333,31.936785137321,29.039461656761524,63,30.21384436652817
gemini-3-1-flash-lite-preview,Gemini 3.1 Flash-Lite,gemini 3 1 flash lite,Terminal-Bench v4.0,0.5051,0.5051,0.5050999999999998,0.0,0.5050999999999998,9.6907,3.2832503858355295,12.97395038583553,9.693902845603516,0.0,9.693902845603516,36.2667,1.7659774986971684,38.03267749869717,74.3333,0.0,74.3333,31.888130124658723,31.118310711400877,64,27.107786146027244
gpt-5-5-instant-06-26,GPT-5.5 Instant (June 2026),gpt 5 5 instant june 2026,Terminal-Bench v4.0,12.6263,12.6263,12.626299999999999,0.0,12.626299999999999,11.752600000000001,0.0,11.752600000000001,0.009073213322742942,0.0,0.009073213322742942,44.4167,0.0,44.4167,70.0,0.0,70.0,31.675648303330686,31.675648303330686,65,27.76093464266455
gemini-2-5-pro,Gemini 2.5 Pro,gemini 2 5 pro,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,9.6907,0.0,9.6907,14.735682208842588,0.0,14.735682208842588,39.05,0.0,39.05,69.0,0.0,69.0,31.665490702210647,31.665490702210647,66,26.49527664176852
solar-pro4,Solar Pro 4,solar pro 4,Terminal-Bench v4.0,0.5051,0.5051,0.5050999999999998,0.0,0.5050999999999998,23.299000000000003,0.0,23.299000000000003,21.991790735181162,0.0,21.991790735181162,18.9333,0.0,18.9333,74.0,0.0,74.0,31.136937683795292,31.136937683795292,67,27.74583814703623
gemini-3-5-flash-lite,Gemini 3.5 Flash-Lite,gemini 3 5 flash lite,Terminal-Bench v4.0,1.0101,1.0101,1.0101,0.0,1.0101,17.5258,0.0,17.5258,0.009156331142985159,0.0,0.009156331142985159,29.466700000000003,9.581002156506528,39.04770215650653,76.0,0.0,76.0,30.66830962191238,28.273059082785746,68,26.718551697529904
deepseek-v3-1-terminus-reasoning,DeepSeek V3.1 Terminus,deepseek v3 1 terminus,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,21.0309,0.0,21.0309,11.651552436049027,0.0,11.651552436049027,27.699999999999996,0.0,27.699999999999996,69.3333,0.0,69.3333,29.274303259012253,29.274303259012253,69,25.9431506872098
gemma-4-31b,Gemma 4 31B,gemma 4 31b,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,14.8454,0.0,14.8454,11.062053098769683,0.0,11.062053098769683,20.0333,10.004298586944564,30.037598586944565,69.6667,0.0,69.6667,29.176128071428565,26.675053424692422,70,25.12235053714285
nvidia-nemotron-3-super-120b-a12b,Nemotron 3 Super,nemotron 3 super,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,10.3093,11.274212663786244,21.583512663786244,15.856607455568799,0.0,15.856607455568799,24.3167,0.0,24.3167,65.6667,0.0,65.6667,28.618353280270828,27.490932013892202,71,25.48470422387101
longcat-2-0,LongCat 2.0,longcat 2 0,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,13.1959,0.0,13.1959,14.16041163667215,0.0,14.16041163667215,29.633299999999995,0.0,29.633299999999995,65.0,0.0,65.0,28.518018059168035,28.518018059168035,72,24.39792252733443
mistral-medium-3-5,Mistral Medium 3.5,mistral medium 3 5,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,15.0515,29.08037580423276,44.13187580423276,0.008651502759636606,0.0,0.008651502759636606,24.666700000000002,0.0,24.666700000000002,69.3333,0.0,69.3333,27.915350606113183,25.007313025689907,73,27.62810566139848
gpt-oss-120b,gpt-oss-120b (high),gpt oss 120b,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,12.7835,4.787638698557615,17.571138698557615,9.452723375831962,10.530310814599915,19.983034190431876,21.783300000000004,0.0,21.783300000000004,52.0,0.0,52.0,25.198697567463732,22.087355993957992,74,22.2674947777979
deepseek-r1-0120,DeepSeek R1 (Jan),deepseek r1 jan,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,6.3918,0.0,6.3918,6.360797775436663,0.0,6.360797775436663,30.516700000000004,0.0,30.516700000000004,57.666700000000006,0.0,57.666700000000006,24.27522959385917,24.27522959385917,75,20.187199755087335
qwen3-30b-a3b-2507-reasoning,Qwen3 30B A3B 2507,qwen3 30b a3b 2507,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,5.360799999999999,0.0,5.360799999999999,4.494554312721119,0.0,4.494554312721119,16.3,0.0,16.3,61.3333,0.0,61.3333,21.06804372818028,21.06804372818028,76,17.497731062544226
trinity-large-thinking,Trinity Large Thinking,trinity large thinking,Terminal-Bench v4.0,0.5051,0.5051,0.5050999999999998,0.0,0.5050999999999998,5.773199999999999,32.51212344513745,38.28532344513745,8.02573053684211,0.0,8.02573053684211,22.5,0.0,22.5,38.0,0.0,38.0,21.035729978724273,17.784517634210527,77,21.463230796395912
mercury-2,Mercury 2,mercury 2,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,9.4845,15.678156947401384,25.162656947401384,8.083766158171574,0.0,8.083766158171574,21.183299999999996,0.0,21.183299999999996,43.6667,0.0,43.6667,20.74970738428303,19.18189168954289,78,19.61928482111459
minicpm5-2b,MiniCPM5-2B,minicpm5 2b,Terminal-Bench v4.0,0.0,0.0,9.999999999999983e-07,0.0,9.999999999999983e-07,20.8247,0.0,20.8247,4.478471993883628,0.0,4.478471993883628,8.416699999999999,0.0,8.416699999999999,59.3333,0.0,59.3333,20.139588148470907,20.139588148470907,79,18.610634598776723
