slug,missing_core
claude-3-opus,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
claude-3-sonnet,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
claude-35-sonnet,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
claude-35-sonnet-june-24,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
claude-4-1-opus-thinking,AA-Omniscience Accuracy; AutomationBench-AA; SciCode
claude-4-opus-thinking,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode
claude-4-sonnet-thinking,AutomationBench-AA; SciCode
claude-instant,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
claude-opus-4-5-thinking,AutomationBench-AA; SciCode
cogito-v2-1-reasoning,AutomationBench-AA; SciCode
command-a,AutomationBench-AA; SciCode
command-r-03-2024,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
command-r-plus-04-2024,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
dbrx,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
deephermes-3-llama-3-1-8b-preview,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
deephermes-3-mistral-24b-preview,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
deepseek-coder-v2,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
deepseek-coder-v2-lite,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
deepseek-llm-67b-chat,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
deepseek-r1,AutomationBench-AA; SciCode
deepseek-r1-distill-llama-70b,AutomationBench-AA; SciCode
deepseek-r1-distill-llama-8b,AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
deepseek-r1-distill-qwen-1-5b,AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
deepseek-r1-distill-qwen-14b,AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
deepseek-r1-distill-qwen-32b,AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
deepseek-r1-qwen3-8b,AutomationBench-AA; SciCode
deepseek-v2,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
deepseek-v2-5,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
deepseek-v2-5-sep-2024,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
deepseek-v3-1-reasoning,AutomationBench-AA; SciCode
deepseek-v3-2-reasoning,AutomationBench-AA; SciCode
deepseek-v3-2-reasoning-0925,AutomationBench-AA; SciCode
deepseek-v3-2-speciale,AutomationBench-AA; SciCode
devstral-small,AutomationBench-AA; SciCode
devstral-small-2505,AutomationBench-AA; SciCode
diffusiongemma-26b-a4b,AutomationBench-AA; SciCode
doubao-seed-code,AutomationBench-AA; SciCode
ernie-4-5-300b-a47b,AA-LCR v1.1; AutomationBench-AA; SciCode
ernie-5-0-thinking-preview,AA-LCR v1.1; AutomationBench-AA; SciCode
exaone-4-0-1-2b-reasoning,AutomationBench-AA; SciCode
exaone-4-0-32b-reasoning,AA-LCR v1.1; AutomationBench-AA; SciCode
exaone-4-5-33b,AutomationBench-AA; SciCode
falcon-h1r-7b,AutomationBench-AA; SciCode
g9v3-39a5b,AutomationBench-AA
g9v3-3b,AutomationBench-AA; SciCode
gemini-1-0-pro,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gemini-1-0-ultra,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
gemini-1-5-flash,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gemini-1-5-flash-8b,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gemini-1-5-flash-may-2024,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gemini-1-5-pro,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gemini-1-5-pro-may-2024,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gemini-2-0-flash,AutomationBench-AA; SciCode
gemini-2-0-flash-experimental,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gemini-2-0-flash-lite-001,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gemini-2-0-flash-lite-preview,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gemini-2-0-flash-thinking-exp-0121,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gemini-2-0-flash-thinking-exp-1219,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
gemini-2-0-pro-experimental-02-05,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gemini-2-5-flash-lite-preview-09-2025-reasoning,AutomationBench-AA; SciCode
gemini-2-5-flash-lite-reasoning,AutomationBench-AA; SciCode
gemini-2-5-flash-preview-09-2025-reasoning,AutomationBench-AA; SciCode
gemini-2-5-flash-reasoning,AutomationBench-AA; SciCode
gemini-2-5-flash-reasoning-04-2025,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gemini-2-5-pro-03-25,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gemini-2-5-pro-05-06,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gemini-3-deep-think,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; GPQA Diamond; SciCode; Terminal-Bench effective
gemini-3-flash-reasoning,AutomationBench-AA; SciCode
gemma-3-1b,AutomationBench-AA; SciCode
gemma-3-270m,AutomationBench-AA; SciCode
gemma-3-4b,AutomationBench-AA; SciCode
gemma-3n-e2b,AutomationBench-AA; SciCode
gemma-3n-e4b,AutomationBench-AA; SciCode
gemma-3n-e4b-preview-0520,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gemma-4-12b,AutomationBench-AA; SciCode
gemma-4-26b-a4b,AutomationBench-AA; SciCode
gemma-4-e2b,AutomationBench-AA; SciCode
gemma-4-e4b,AutomationBench-AA; SciCode
glm-4-5-air,AutomationBench-AA; SciCode
glm-4-5v-reasoning,AutomationBench-AA; SciCode
glm-4-6-reasoning,AutomationBench-AA; SciCode
glm-4-6v-reasoning,AutomationBench-AA; SciCode
glm-4-7,AutomationBench-AA; SciCode
glm-4-7-flash,AutomationBench-AA; SciCode
glm-4.5,AutomationBench-AA; SciCode
glm-5,AutomationBench-AA; SciCode
glm-5-turbo,AutomationBench-AA; SciCode
glm-5v-turbo,AutomationBench-AA; SciCode
gpt-3-5-turbo-0613,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
gpt-35-turbo,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gpt-4,AA-LCR v1.1; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gpt-4-1,AutomationBench-AA; SciCode
gpt-4-1-mini,AutomationBench-AA; SciCode
gpt-4-1-nano,AutomationBench-AA; SciCode
gpt-4-5,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
gpt-4-turbo,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
gpt-4o,AutomationBench-AA; SciCode
gpt-4o-2024-05-13,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gpt-4o-2024-08-06,AutomationBench-AA; SciCode
gpt-4o-chatgpt,AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gpt-4o-chatgpt-03-25,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
gpt-4o-mini,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode
gpt-4o-mini-realtime-dec-2024,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
gpt-4o-realtime-dec-2024,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
gpt-5-5-instant-05-26,AutomationBench-AA; SciCode
gpt-5-chatgpt,AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode
granite-3-3-8b-instruct,AA-LCR v1.1; AutomationBench-AA; SciCode
granite-4-0-350m,AutomationBench-AA; SciCode
granite-4-0-h-350m,AutomationBench-AA; SciCode
granite-4-0-h-nano-1b,AutomationBench-AA; SciCode
granite-4-0-h-small,AutomationBench-AA; SciCode
granite-4-0-micro,AutomationBench-AA; SciCode
granite-4-0-nano-1b,AutomationBench-AA; SciCode
granite-4-1-30b,AutomationBench-AA; SciCode
granite-4-1-3b,AutomationBench-AA; SciCode
granite-4-1-8b,AutomationBench-AA; SciCode
granite-4-2-30b,AutomationBench-AA
grok-1,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
grok-2-1212,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
grok-3,AutomationBench-AA; SciCode
grok-3-reasoning,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
grok-4,AutomationBench-AA; SciCode
grok-4-1-fast-reasoning,AutomationBench-AA; SciCode
grok-4-20,AutomationBench-AA; SciCode
grok-4-20-0309,AutomationBench-AA; SciCode
grok-4-fast-reasoning,AutomationBench-AA; SciCode
grok-beta,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
grok-build-0-1-06-16,AutomationBench-AA; SciCode
grok-code-fast-1,AutomationBench-AA; SciCode
hermes-3-llama-3-1-70b,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
hermes-4-llama-3-1-405b-reasoning,AutomationBench-AA; SciCode
hermes-4-llama-3-1-70b-reasoning,AutomationBench-AA; SciCode
hy3-preview,AutomationBench-AA; SciCode
hyperclova-x-seed-think-32b,AutomationBench-AA; SciCode
intellect-3,AutomationBench-AA; SciCode
jamba-1-5-large,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
jamba-1-5-mini,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
jamba-1-6-large,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
jamba-1-6-mini,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
jamba-1-7-large,AutomationBench-AA; SciCode
jamba-1-7-mini,AutomationBench-AA; SciCode
jamba-reasoning-3b,AutomationBench-AA; SciCode
jt-35b-flash,AutomationBench-AA; SciCode
jt-4-1-flash-236b-a21b,AutomationBench-AA; SciCode
jt-mini,AutomationBench-AA; SciCode
k-exaone,AutomationBench-AA; SciCode
k-exaone-2-0-0803,AutomationBench-AA
k2-horizon-375b-a23b,AutomationBench-AA
k2-think-v2,AutomationBench-AA; SciCode
kat-coder-pro-v1,AutomationBench-AA; SciCode
kat-coder-pro-v2,AutomationBench-AA; SciCode
kimi-k2,AutomationBench-AA; SciCode
kimi-k2-0905,AutomationBench-AA; SciCode
kimi-k2-5,AutomationBench-AA; SciCode
kimi-k2-thinking,AutomationBench-AA; SciCode
kimi-linear-48b-a3b-instruct,AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode
lfm-40b,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
lfm2-1-2b,AutomationBench-AA; SciCode
lfm2-2-6b,AutomationBench-AA; SciCode
lfm2-24b-a2b,AutomationBench-AA; SciCode
lfm2-5-1-2b-instruct,AutomationBench-AA; SciCode
lfm2-5-1-2b-thinking,AutomationBench-AA; SciCode
lfm2-5-2-6b,AutomationBench-AA
lfm2-5-8b-a1b,AutomationBench-AA; SciCode
lfm2-5-vl-1-6b,AutomationBench-AA; SciCode
lfm2-8b-a1b,AA-LCR v1.1; AutomationBench-AA; SciCode
ling-1t,AutomationBench-AA; SciCode
ling-2-6-1t,AutomationBench-AA; SciCode
ling-2-6-flash,AutomationBench-AA; SciCode
ling-3-0-flash,AutomationBench-AA
ling-flash-2-0,AutomationBench-AA; SciCode
ling-mini-2-0,AA-LCR v1.1; AutomationBench-AA; SciCode
llama-2-chat-13b,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
llama-2-chat-70b,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
llama-2-chat-7b,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
llama-3-1-instruct-405b,AutomationBench-AA; SciCode
llama-3-1-instruct-70b,AA-LCR v1.1; AutomationBench-AA; SciCode
llama-3-1-instruct-8b,AutomationBench-AA; SciCode
llama-3-1-nemotron-instruct-70b,AutomationBench-AA; SciCode
llama-3-1-nemotron-nano-4b-reasoning,AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
llama-3-1-nemotron-ultra-253b-v1-reasoning,AA-LCR v1.1; AutomationBench-AA; SciCode
llama-3-2-instruct-11b-vision,AutomationBench-AA; SciCode
llama-3-2-instruct-1b,AutomationBench-AA; SciCode
llama-3-2-instruct-3b,AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
llama-3-2-instruct-90b-vision,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
llama-3-3-instruct-70b,AutomationBench-AA; SciCode
llama-3-3-nemotron-super-49b-reasoning,AutomationBench-AA; SciCode
llama-3-instruct-70b,AutomationBench-AA; SciCode
llama-3-instruct-8b,AutomationBench-AA; SciCode
llama-65b,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
llama-nemotron-super-49b-v1-5-reasoning,AA-LCR v1.1; AutomationBench-AA; SciCode
longcat-flash-lite,AutomationBench-AA; SciCode
magistral-medium-2509,AutomationBench-AA; SciCode
magistral-small,AutomationBench-AA; SciCode
magistral-small-2509,SciCode
mi-dm-k-2-5-pro-dec28,AutomationBench-AA; SciCode
midm-250-pro-rsnsft,AutomationBench-AA; SciCode
mimo-v2-0206,AutomationBench-AA; SciCode
mimo-v2-flash-reasoning,AutomationBench-AA; SciCode
mimo-v2-omni,AutomationBench-AA; SciCode
mimo-v2-omni-0327,AutomationBench-AA; SciCode
mimo-v2-pro,AutomationBench-AA; SciCode
minicpm-v4-6-1-3b,AutomationBench-AA; SciCode
minicpm5-1b,AutomationBench-AA; SciCode
minimax-m1-40k,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode
minimax-m1-80k,AutomationBench-AA; SciCode
minimax-m2,AutomationBench-AA; SciCode
minimax-m2-1,AutomationBench-AA; SciCode
minimax-m2-5,AutomationBench-AA; SciCode
mistral-7b-instruct,AutomationBench-AA; SciCode; Terminal-Bench effective
mistral-8x22b-instruct,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
mistral-large,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
mistral-large-2,AA-LCR v1.1; AutomationBench-AA; SciCode
mistral-large-2407,AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
mistral-medium-3,AutomationBench-AA; SciCode
mistral-medium-3-1,AA-LCR v1.1
mistral-saba,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
mistral-small,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
mistral-small-2402,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
mistral-small-3,AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
mixtral-8x7b-instruct,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
molmo-7b-d,AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode
molmo2-8b,AutomationBench-AA; SciCode
motif-0714,AutomationBench-AA; SciCode
motif-2-12-7b,AutomationBench-AA; SciCode
motif-3,AutomationBench-AA
muse-spark,AutomationBench-AA; SciCode
nanbeige4-1-3b,AutomationBench-AA; SciCode
nemotron-3-nano-omni-30b-a3b,AutomationBench-AA; SciCode
nemotron-cascade-2-30b-a3b,AutomationBench-AA; SciCode
nova-lite,AutomationBench-AA; SciCode
nova-micro,AutomationBench-AA; SciCode
nova-premier,AutomationBench-AA; SciCode
nova-pro,AutomationBench-AA; SciCode
nvidia-nemotron-3-nano-4b,AutomationBench-AA; SciCode
nvidia-nemotron-nano-12b-v2-vl-reasoning,AutomationBench-AA; SciCode
nvidia-nemotron-nano-9b-v2-reasoning,AutomationBench-AA; SciCode
o1,AutomationBench-AA; SciCode
o1-mini,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
o1-preview,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
o1-pro,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
o3,AutomationBench-AA; SciCode
o3-pro,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
olmo-2-32b,AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode
olmo-2-7b,AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode
olmo-3-1-32b-instruct,AutomationBench-AA; SciCode
olmo-3-1-32b-think,AutomationBench-AA; SciCode
olmo-3-32b-think,AutomationBench-AA; SciCode
olmo-3-7b-instruct,AutomationBench-AA; SciCode
olmo-3-7b-think,AutomationBench-AA; SciCode
openchat-35,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
palm-2,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
phi-3-mini,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode
phi-4,AutomationBench-AA; SciCode
phi-4-mini,AutomationBench-AA; SciCode
phi-4-multimodal,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
pixtral-large-2411,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
qwen-chat-14b,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
qwen-chat-72b,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
qwen-turbo,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
qwen1.5-110b-chat,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
qwen2-5-72b-instruct,AA-LCR v1.1; AutomationBench-AA; SciCode
qwen2-5-coder-32b-instruct,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
qwen2-5-coder-7b-instruct,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
qwen2-72b-instruct,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
qwen2.5-32b-instruct,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
qwen3-0.6b-instruct-reasoning,AutomationBench-AA; SciCode
qwen3-1.7b-instruct-reasoning,AutomationBench-AA; SciCode
qwen3-235b-a22b-instruct-reasoning,AutomationBench-AA; SciCode
qwen3-30b-a3b-instruct-reasoning,AutomationBench-AA; SciCode
qwen3-4b-2507-instruct-reasoning,AutomationBench-AA; SciCode
qwen3-4b-instruct-reasoning,AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
qwen3-5-0-8b,AutomationBench-AA; SciCode
qwen3-5-27b,AutomationBench-AA; SciCode
qwen3-5-2b,AutomationBench-AA; SciCode
qwen3-5-35b-a3b,AutomationBench-AA; SciCode
qwen3-5-4b,AutomationBench-AA; SciCode
qwen3-5-9b,AutomationBench-AA; SciCode
qwen3-5-omni-flash,AutomationBench-AA; SciCode
qwen3-5-omni-plus,AutomationBench-AA; SciCode
qwen3-6-plus,AutomationBench-AA; SciCode
qwen3-coder-30b-a3b-instruct,AutomationBench-AA; SciCode
qwen3-coder-480b-a35b-instruct,AutomationBench-AA; SciCode
qwen3-max-preview,AutomationBench-AA; SciCode
qwen3-max-thinking,AutomationBench-AA; SciCode
qwen3-max-thinking-preview,AutomationBench-AA; SciCode
qwen3-next-80b-a3b-instruct,AutomationBench-AA; SciCode
qwen3-omni-30b-a3b-instruct,AutomationBench-AA; SciCode
qwen3-vl-235b-a22b-instruct,AutomationBench-AA; SciCode
qwen3-vl-30b-a3b-instruct,AA-LCR v1.1; AutomationBench-AA; SciCode
qwen3-vl-32b-instruct,AA-LCR v1.1; AutomationBench-AA; SciCode
qwen3-vl-4b-instruct,AutomationBench-AA; SciCode
qwen3-vl-8b-instruct,AutomationBench-AA; SciCode
qwq-32b,AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
r1-1776,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
reka-flash,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
reka-flash-3,AutomationBench-AA; SciCode
ring-1t,AutomationBench-AA; SciCode
ring-flash-2-0,AutomationBench-AA; SciCode
sarvam-m-reasoning,AutomationBench-AA; SciCode
seed-oss-36b-instruct,AutomationBench-AA; SciCode
solar-mini,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
solar-open-100b-reasoning,AutomationBench-AA; SciCode
solar-open2-250b,AutomationBench-AA
solar-pro-2-preview-reasoning,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
solar-pro-2-reasoning,AutomationBench-AA; SciCode
sonar,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
sonar-pro,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
