slug,missing_core
gemini-2-0-flash-thinking-exp-1219,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
gemini-2-0-pro-experimental-02-05,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
gemini-2-5-flash-lite-preview-09-2025-reasoning,τ³-Banking
gemini-2-5-flash-lite-reasoning,τ³-Banking
gemini-2-5-flash-preview-09-2025-reasoning,τ³-Banking
gemini-2-5-flash-reasoning,τ³-Banking
gemini-2-5-flash-reasoning-04-2025,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
gemini-2-5-pro-03-25,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
gemini-2-5-pro-05-06,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
gemini-3-deep-think,AA-LCR v1.1; AA-Omniscience Accuracy; GPQA Diamond; Terminal-Bench effective; τ³-Banking
gemma-3-1b,τ³-Banking
gemma-3-270m,τ³-Banking
gemma-3n-e2b,τ³-Banking
gemma-3n-e4b-preview-0520,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
gemma-4-12b,τ³-Banking
gemma-4-e2b,τ³-Banking
gemma-4-e4b,τ³-Banking
glm-4-5-air,τ³-Banking
glm-4-5v-reasoning,τ³-Banking
glm-4-6v-reasoning,τ³-Banking
glm-4-7-flash,τ³-Banking
glm-4.5,τ³-Banking
glm-5,τ³-Banking
glm-5-turbo,τ³-Banking
glm-5v-turbo,τ³-Banking
gpt-3-5-turbo-0613,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
gpt-35-turbo,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
gpt-4,AA-LCR v1.1; CritPt; Terminal-Bench effective; τ³-Banking
gpt-4-1,τ³-Banking
gpt-4-5,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
gpt-4-turbo,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
gpt-4o,τ³-Banking
gpt-4o-2024-05-13,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
gpt-4o-2024-08-06,τ³-Banking
gpt-4o-chatgpt,AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
gpt-4o-chatgpt-03-25,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
gpt-4o-mini,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt
gpt-4o-mini-realtime-dec-2024,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
gpt-4o-realtime-dec-2024,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
gpt-5-5-instant-05-26,τ³-Banking
gpt-5-chatgpt,AA-Omniscience Accuracy; CritPt; τ³-Banking
granite-3-3-8b-instruct,AA-LCR v1.1; τ³-Banking
granite-4-0-350m,τ³-Banking
granite-4-0-h-350m,τ³-Banking
granite-4-0-h-nano-1b,τ³-Banking
granite-4-0-h-small,τ³-Banking
granite-4-0-micro,τ³-Banking
granite-4-0-nano-1b,τ³-Banking
granite-4-1-30b,τ³-Banking
granite-4-1-3b,τ³-Banking
granite-4-1-8b,τ³-Banking
grok-1,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
grok-2-1212,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
grok-3,τ³-Banking
grok-3-reasoning,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
grok-4,τ³-Banking
grok-4-1-fast-reasoning,τ³-Banking
grok-4-20,τ³-Banking
grok-4-20-0309,τ³-Banking
grok-4-fast-reasoning,τ³-Banking
grok-beta,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
grok-code-fast-1,τ³-Banking
hermes-3-llama-3-1-70b,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
hermes-4-llama-3-1-405b-reasoning,τ³-Banking
hermes-4-llama-3-1-70b-reasoning,τ³-Banking
hy3-preview,τ³-Banking
hyperclova-x-seed-think-32b,τ³-Banking
intellect-3,τ³-Banking
jamba-1-5-large,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
jamba-1-5-mini,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
jamba-1-6-large,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
jamba-1-6-mini,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
jamba-1-7-large,τ³-Banking
jamba-1-7-mini,τ³-Banking
jamba-reasoning-3b,τ³-Banking
jt-35b-flash,τ³-Banking
jt-4-1-flash-236b-a21b,τ³-Banking
jt-mini,τ³-Banking
k-exaone,τ³-Banking
k2-think-v2,τ³-Banking
kat-coder-pro-v1,τ³-Banking
kimi-k2,τ³-Banking
kimi-k2-0905,τ³-Banking
kimi-k2-thinking,τ³-Banking
kimi-linear-48b-a3b-instruct,AA-Omniscience Accuracy; CritPt; τ³-Banking
lfm-40b,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
lfm2-1-2b,τ³-Banking
lfm2-2-6b,τ³-Banking
lfm2-24b-a2b,τ³-Banking
lfm2-5-1-2b-instruct,τ³-Banking
lfm2-5-1-2b-thinking,τ³-Banking
lfm2-5-8b-a1b,τ³-Banking
lfm2-5-vl-1-6b,τ³-Banking
lfm2-8b-a1b,AA-LCR v1.1; τ³-Banking
ling-1t,τ³-Banking
ling-2-6-1t,τ³-Banking
ling-flash-2-0,τ³-Banking
ling-mini-2-0,AA-LCR v1.1; τ³-Banking
llama-2-chat-13b,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
llama-2-chat-70b,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
llama-2-chat-7b,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
llama-3-1-instruct-405b,τ³-Banking
llama-3-1-instruct-70b,AA-LCR v1.1; τ³-Banking
llama-3-1-instruct-8b,τ³-Banking
llama-3-1-nemotron-instruct-70b,τ³-Banking
llama-3-1-nemotron-nano-4b-reasoning,AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
llama-3-1-nemotron-ultra-253b-v1-reasoning,AA-LCR v1.1; τ³-Banking
llama-3-2-instruct-11b-vision,τ³-Banking
llama-3-2-instruct-1b,τ³-Banking
llama-3-2-instruct-3b,AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
llama-3-2-instruct-90b-vision,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
llama-3-3-instruct-70b,τ³-Banking
llama-3-3-nemotron-super-49b-reasoning,τ³-Banking
llama-3-instruct-70b,τ³-Banking
llama-3-instruct-8b,τ³-Banking
llama-65b,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
llama-nemotron-super-49b-v1-5-reasoning,AA-LCR v1.1; τ³-Banking
longcat-flash-lite,τ³-Banking
magistral-small,τ³-Banking
mi-dm-k-2-5-pro-dec28,τ³-Banking
midm-250-pro-rsnsft,τ³-Banking
mimo-v2-0206,τ³-Banking
mimo-v2-flash-reasoning,τ³-Banking
mimo-v2-omni,τ³-Banking
mimo-v2-omni-0327,τ³-Banking
mimo-v2-pro,τ³-Banking
minicpm-v4-6-1-3b,τ³-Banking
minicpm5-1b,τ³-Banking
minimax-m1-40k,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; τ³-Banking
minimax-m1-80k,τ³-Banking
minimax-m2,τ³-Banking
minimax-m2-1,τ³-Banking
minimax-m2-5,τ³-Banking
mistral-7b-instruct,Terminal-Bench effective; τ³-Banking
mistral-8x22b-instruct,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
mistral-large,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
mistral-large-2,AA-LCR v1.1; τ³-Banking
mistral-large-2407,AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
mistral-medium-3,τ³-Banking
mistral-medium-3-1,AA-LCR v1.1
mistral-saba,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
mistral-small,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
mistral-small-2402,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
mistral-small-3,AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
mixtral-8x7b-instruct,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
molmo-7b-d,AA-Omniscience Accuracy; CritPt; τ³-Banking
molmo2-8b,τ³-Banking
motif-0714,τ³-Banking
motif-2-12-7b,τ³-Banking
muse-spark,τ³-Banking
nanbeige4-1-3b,τ³-Banking
nemotron-3-nano-omni-30b-a3b,τ³-Banking
nemotron-cascade-2-30b-a3b,τ³-Banking
nova-lite,τ³-Banking
nova-micro,τ³-Banking
nova-premier,τ³-Banking
nova-pro,τ³-Banking
nvidia-nemotron-3-nano-4b,τ³-Banking
nvidia-nemotron-nano-12b-v2-vl-reasoning,τ³-Banking
nvidia-nemotron-nano-9b-v2-reasoning,τ³-Banking
o1,τ³-Banking
o1-mini,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
o1-preview,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
o1-pro,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
o3,τ³-Banking
o3-pro,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
olmo-2-32b,AA-Omniscience Accuracy; CritPt; τ³-Banking
olmo-2-7b,AA-Omniscience Accuracy; CritPt; τ³-Banking
olmo-3-1-32b-instruct,τ³-Banking
olmo-3-1-32b-think,τ³-Banking
olmo-3-32b-think,τ³-Banking
olmo-3-7b-instruct,τ³-Banking
olmo-3-7b-think,τ³-Banking
openchat-35,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
palm-2,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
phi-3-mini,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; τ³-Banking
phi-4,τ³-Banking
phi-4-mini,τ³-Banking
phi-4-multimodal,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
pixtral-large-2411,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
qwen-chat-14b,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
qwen-chat-72b,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
qwen-turbo,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
qwen1.5-110b-chat,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
qwen2-5-72b-instruct,AA-LCR v1.1; τ³-Banking
qwen2-5-coder-32b-instruct,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
qwen2-5-coder-7b-instruct,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
qwen2-72b-instruct,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
qwen2.5-32b-instruct,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
qwen3-0.6b-instruct-reasoning,τ³-Banking
qwen3-1.7b-instruct-reasoning,τ³-Banking
qwen3-235b-a22b-instruct-reasoning,τ³-Banking
qwen3-30b-a3b-instruct-reasoning,τ³-Banking
qwen3-4b-2507-instruct-reasoning,τ³-Banking
qwen3-4b-instruct-reasoning,AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
qwen3-5-0-8b,τ³-Banking
qwen3-5-27b,τ³-Banking
qwen3-5-2b,τ³-Banking
qwen3-5-35b-a3b,τ³-Banking
qwen3-5-omni-flash,τ³-Banking
qwen3-5-omni-plus,τ³-Banking
qwen3-coder-30b-a3b-instruct,τ³-Banking
qwen3-coder-480b-a35b-instruct,τ³-Banking
qwen3-max-preview,τ³-Banking
qwen3-max-thinking,τ³-Banking
qwen3-max-thinking-preview,τ³-Banking
qwen3-next-80b-a3b-instruct,τ³-Banking
qwen3-omni-30b-a3b-instruct,τ³-Banking
qwen3-vl-235b-a22b-instruct,τ³-Banking
qwen3-vl-30b-a3b-instruct,AA-LCR v1.1; τ³-Banking
qwen3-vl-32b-instruct,AA-LCR v1.1; τ³-Banking
qwen3-vl-4b-instruct,τ³-Banking
qwen3-vl-8b-instruct,τ³-Banking
qwq-32b,AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
r1-1776,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
reka-flash,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
reka-flash-3,τ³-Banking
ring-1t,τ³-Banking
ring-flash-2-0,τ³-Banking
sarvam-m-reasoning,τ³-Banking
seed-oss-36b-instruct,τ³-Banking
solar-mini,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
solar-open-100b-reasoning,τ³-Banking
solar-pro-2-preview-reasoning,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
solar-pro-2-reasoning,τ³-Banking
sonar,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
sonar-pro,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
sonar-reasoning,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
sonar-reasoning-pro,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; GPQA Diamond; Terminal-Bench effective; τ³-Banking
step-3-5-flash,τ³-Banking
step-3-5-flash-0202,τ³-Banking
step-3-vl-10b,τ³-Banking
tiny-aya-global,τ³-Banking
tri-21b-think-preview,τ³-Banking
tri-21b-think-v0-5,τ³-Banking
tulu3-405b,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
devstral-medium,τ³-Banking
magistral-medium,τ³-Banking
mistral-medium,AA-LCR v1.1; AA-Omniscience Accuracy; CritPt; Terminal-Bench effective; τ³-Banking
nova-2-0-omni-reasoning-medium,τ³-Banking
nova-2-0-pro-reasoning-medium,τ³-Banking
qwen3-235b-a22b-instruct-2507,τ³-Banking
