candidate_id,rank,model,creator,slug,variant_group,score_full_precision,final_score,score_scale,ranking_key,coding_core_score,coding_extension_bonus,coding_extension_tests,coding_score_full_precision,coding_score,coding_points_full_precision,coding_points,agentic-tool-work_core_score,agentic-tool-work_extension_bonus,agentic-tool-work_extension_tests,agentic-tool-work_score_full_precision,agentic-tool-work_score,agentic-tool-work_points_full_precision,agentic-tool-work_points,hard-reasoning_core_score,hard-reasoning_extension_bonus,hard-reasoning_extension_tests,hard-reasoning_score_full_precision,hard-reasoning_score,hard-reasoning_points_full_precision,hard-reasoning_points,knowledge-science_core_score,knowledge-science_extension_bonus,knowledge-science_extension_tests,knowledge-science_score_full_precision,knowledge-science_score,knowledge-science_points_full_precision,knowledge-science_points,instruction-context_core_score,instruction-context_extension_bonus,instruction-context_extension_tests,instruction-context_score_full_precision,instruction-context_score,instruction-context_points_full_precision,instruction-context_points,points_sum_full_precision
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,11,Muse Spark 1.2 (xhigh),Meta,muse-spark-1-2,muse spark 1 2,60.048271885394726,60.048272,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,56.3657,9.561651,1,65.927351415597315,65.927351,13.185470283119463,13.18547,83.3333,13.862811,2,97.196111051788364,97.196111,19.439222210357674,19.439222,41.755133,0.0,0,41.755132845635117,41.755133,8.351026569127022,8.351027,56.941532,0.0,0,56.941532012548301,56.941532,11.388306402509661,11.388306,38.421232,0.0,0,38.421232101404556,38.421232,7.6842464202809104,7.684246,60.048271885394726
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,12,Grok 4.5 (high),SpaceXAI,grok-4-5,grok 4 5,59.5325691425477,59.532569,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,54.0509,15.047164,2,69.098063796466874,69.098064,13.819612759293374,13.819613,74.0,23.653166,3,97.653165503731174,97.653166,19.530633100746236,19.530633,39.434539,0.0,0,39.434539299798196,39.434539,7.8869078599596385,7.886908,57.687783,0.0,1,57.687782950241619,57.687783,11.537556590048323,11.537557,33.789294,0.0,0,33.789294162500646,33.789294,6.7578588325001299,6.757859,59.5325691425477
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,13,Claude Sonnet 5 (max),Anthropic,claude-sonnet-5,claude sonnet 5,58.958958677031916,58.958959,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,53.588,14.720938,2,68.308937702688056,68.308938,13.661787540537611,13.661788,77.0,20.275884,5,97.275884208663172,97.275884,19.455176841732634,19.455177,39.877388,0.0,0,39.877387727301397,39.877388,7.9754775454602793,7.975478,53.304862,0.0,1,53.304862475241379,53.304862,10.660972495048277,10.660972,36.027721,0.0,0,36.027721271265548,36.027721,7.205544254253109,7.205544,58.958958677031916
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,14,Claude Opus 4.7 (max),Anthropic,claude-opus-4-7,claude opus 4 7,58.671458685217161,58.671459,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,54.5139,15.747809,2,70.261709228861676,70.261709,14.052341845772334,14.052342,75.3333,23.653166,7,98.986465503731168,98.986466,19.797293100746234,19.797293,35.93668,0.0,0,35.936679798442164,35.93668,7.1873359596884328,7.187336,56.659807,0.0,1,56.659807333320856,56.659807,11.33196146666417,11.331961,30.066586,1.446045,1,31.512631561729954,31.512632,6.3025263123459911,6.302526,58.671458685217161
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,15,Muse Spark 1.1 (xhigh),Meta,muse-spark-1-1,muse spark 1 1,58.317352247557828,58.317352,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,58.2176,4.124423,1,62.342022919900117,62.342023,12.468404583980023,12.468405,81.3333,13.518516,2,94.851815726214483,94.851816,18.970363145242896,18.970363,39.7533,0.0,0,39.753300478392859,39.7533,7.9506600956785727,7.95066,59.545149,0.0,0,59.545149206996285,59.545149,11.909029841399256,11.90903,35.094473,0.0,0,35.094472906285397,35.094473,7.0188945812570793,7.018895,58.317352247557828
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,16,Gemini 3.1 Pro Preview,Google,gemini-3-1-pro-preview,gemini 3 1 pro preview,58.252578266473748,58.252578,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,58.912,0.0,2,58.911999999999999,58.912,11.782400000000001,11.7824,79.0,11.633097,7,90.633097169352908,90.633097,18.126619433870584,18.126619,42.806177,0.0,0,42.80617713266787,42.806177,8.5612354265335746,8.561235,61.502665,0.0,1,61.502664893192339,61.502665,12.300532978638469,12.300533,37.408952,0.0,0,37.408952137155623,37.408952,7.4817904274311244,7.48179,58.252578266473748
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,17,GLM-5.2 (max),Z AI,glm-5-2,glm 5 2,58.239649024637551,58.239649,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,50.463,17.482269,2,67.945269051759155,67.945269,13.589053810351832,13.589054,76.6667,17.976095,7,94.642794637627446,94.642795,18.92855892752549,18.928559,42.508052,0.0,0,42.508051910898573,42.508052,8.5016103821797149,8.50161,46.114068,0.0,0,46.114068447501595,46.114068,9.2228136895003203,9.222814,39.988061,0.0,0,39.988061075400992,39.988061,7.9976122150801983,7.997612,58.239649024637551
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,18,Gemini 3.5 Flash,Google,gemini-3-5-flash,gemini 3 5 flash,58.131957500115242,58.131958,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,53.125,13.645886,1,66.77088596174228,66.770886,13.354177192348457,13.354177,81.0,15.744185,4,96.744184839446106,96.744185,19.348836967889223,19.348837,37.260179,0.0,0,37.260179013294675,37.260179,7.4520358026589353,7.452036,57.256714,0.0,1,57.256713670385317,57.256714,11.451342734077064,11.451343,32.627824,0.0,0,32.627824015707816,32.627824,6.5255648031415623,6.525565,58.131957500115242
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,19,DeepSeek V4 Flash 0731 (max),DeepSeek,deepseek-v4-flash,deepseek v4 flash 0731,57.950001472908383,57.950001,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,49.8843,19.228221,1,69.11252050788724,69.112521,13.822504101577447,13.822504,74.3333,20.960925,2,95.294225204448125,95.294225,19.058845040889626,19.058845,38.712554,0.0,0,38.712554380542358,38.712554,7.7425108761084722,7.742511,51.533601,0.0,0,51.53360129951885,51.533601,10.30672025990377,10.30672,35.097106,0.0,0,35.097105972145343,35.097106,7.0194211944290688,7.019421,57.950001472908383
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,20,Gemini 3.6 Flash,Google,gemini-3-6-flash,gemini 3 6 flash,56.903178852196724,56.903179,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,52.662,13.319836,2,65.981836149931581,65.981836,13.196367229986317,13.196367,79.0,15.369835,4,94.369835044988946,94.369835,18.873967008997788,18.873967,34.217294,0.0,0,34.217293603137662,34.217294,6.8434587206275319,6.843459,56.194734,0.0,1,56.194734009929363,56.194734,11.238946801985872,11.238947,28.898799,4.853396,1,33.752195452996119,33.752195,6.7504390905992242,6.750439,56.903178852196724
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,21,Qwen3.7 Max,Alibaba,qwen3-7-max,qwen3 7 max,54.862108940011609,54.862109,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,48.8426,16.902722,2,65.745322393230722,65.745322,13.149064478646144,13.149064,74.6667,16.51006,6,91.176760453257515,91.17676,18.235352090651503,18.235352,36.892152,0.0,0,36.892152101983953,36.892152,7.378430420396791,7.37843,48.831357,0.0,0,48.831356765358322,48.831357,9.7662713530716641,9.766271,31.664953,0.0,0,31.664952986227533,31.664953,6.3329905972455069,6.332991,54.862108940011609
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,22,DeepSeek V4 Pro (max),DeepSeek,deepseek-v4-pro,deepseek v4 pro,51.724028326995636,51.724028,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,50.0,6.308282,3,56.308281844669771,56.308282,11.261656368933954,11.261656,70.0,15.596658,7,85.596658482219425,85.596658,17.119331696443886,17.119332,34.992661,0.0,0,34.992661101187991,34.992661,6.9985322202375979,6.998532,51.72259,0.0,1,51.722590206942613,51.72259,10.344518041388524,10.344518,29.99995,0.0,0,29.999949999958336,29.99995,5.9999899999916666,5.99999,51.724028326995636
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,23,Claude Opus 4.6 (max),Anthropic,claude-opus-4-6-adaptive,claude opus 4 6,50.966445797755945,50.966446,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,51.8519,0.0,1,51.851899999999993,51.8519,10.370379999999997,10.37038,74.3333,8.172044,6,82.505344498442298,82.505344,16.501068899688459,16.501069,35.56663,0.0,0,35.566630472495078,35.56663,7.1133260944990164,7.113326,54.339192,0.0,1,54.339192308367899,54.339192,10.86783846167358,10.867838,30.569162,0.0,1,30.569161709474468,30.569162,6.1138323418948941,6.113832,50.966445797755945
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,24,Muse Spark,Meta,muse-spark,muse spark,50.429294347347643,50.429294,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,51.5046,0.0,1,51.504600000000003,51.5046,10.300920000000001,10.30092,77.0,4.640511,2,81.640510808584708,81.640511,16.328102161716942,16.328102,34.410381,0.0,0,34.410380841833103,34.410381,6.8820761683666207,6.882076,55.053611,0.0,1,55.053610535190764,55.053611,11.010722107038152,11.010722,29.53737,0.0,0,29.537369551129633,29.53737,5.9074739102259262,5.907474,50.429294347347643
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,25,Kimi K2.7 Code,Kimi,kimi-k2-7-code,kimi k2 7 code,50.38481121045622,50.384811,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,47.4537,12.179101,1,59.632800610291042,59.632801,11.926560122058209,11.92656,75.0,9.090129,4,84.090129491643779,84.090129,16.818025898328756,16.818026,31.544199,0.0,0,31.544199011315726,31.544199,6.3088398022631456,6.30884,49.270799,0.0,0,49.270799063772216,49.270799,9.8541598127544425,9.85416,27.386128,0.0,0,27.38612787525831,27.386128,5.4772255750516612,5.477226,50.38481121045622
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,26,Agnes 2.5 Pro Alpha,Sapiens AI,agnes-2-5-pro-alpha,agnes 2 5 pro alpha,50.335811304889511,50.335811,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,42.2454,20.776265,1,63.021665070650492,63.021665,12.604333014130098,12.604333,73.0,10.608614,2,83.608614330366677,83.608614,16.721722866073335,16.721723,31.729367,0.0,0,31.729367171054655,31.729367,6.3458734342109313,6.345873,45.16682,0.0,0,45.166820373440011,45.16682,9.0333640746880022,9.033364,28.15259,0.0,0,28.152589578935718,28.15259,5.6305179157871432,5.630518,50.335811304889511
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,27,Nex-N2-Pro,Nex AGI,nex-n2-pro,nex n2 pro,49.895899293245236,49.895899,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,41.7824,22.322915,1,64.105315258839795,64.105315,12.821063051767959,12.821063,76.3333,8.176784,2,84.510084034840375,84.510084,16.902016806968074,16.902017,29.545105,0.0,0,29.545104821093275,29.545105,5.9090209642186551,5.909021,45.740031,0.0,0,45.740031316649123,45.740031,9.1480062633298243,9.148006,25.578961,0.0,0,25.578961034803584,25.578961,5.1157922069607169,5.115792,49.895899293245236
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,28,Qwen3.7 Plus,Alibaba,qwen3-7-plus,qwen3 7 plus,48.696044524404662,48.696045,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,45.4861,9.201431,1,54.687530524505512,54.687531,10.937506104901102,10.937506,69.0,13.284885,4,82.284885094472898,82.284885,16.45697701889458,16.456977,30.836632,0.0,0,30.836631782776188,30.836632,6.167326356555237,6.167326,42.5721,7.982147,1,50.554246666004765,50.554247,10.110849333200953,10.110849,25.116929,0.0,0,25.116928554263957,25.116929,5.0233857108527911,5.023386,48.696044524404662
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,29,Motif 3 (Beta),Motif Technologies,motif-0714,motif 3 beta,48.643666408032885,48.643666,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,44.3287,20.932934,1,65.261633737918729,65.261634,13.052326747583745,13.052327,70.6667,16.580556,1,87.247255994348777,87.247256,17.449451198869756,17.449451,27.605372,0.0,0,27.605371639261588,27.605372,5.5210743278523173,5.521074,42.512806,0.0,0,42.512805530232548,42.512806,8.5025611060465103,8.502561,20.591265,0.0,0,20.59126513840274,20.591265,4.1182530276805487,4.118253,48.643666408032885
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,30,DeepSeek V4 Flash (max),DeepSeek,deepseek-v4-flash-0420,deepseek v4 flash,47.688775056043198,47.688775,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,44.9074,10.978587,3,55.885986692701266,55.885987,11.177197338540255,11.177197,70.0,14.431962,6,84.431961516142749,84.431962,16.886392303228551,16.886392,28.126544,0.0,0,28.12654356055382,28.126544,5.6253087121107637,5.625309,47.638637,0.0,1,47.638636653881541,47.638637,9.5277273307763082,9.527727,22.360747,0.0,0,22.360746856936601,22.360747,4.4721493713873199,4.472149,47.688775056043198
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,31,Claude Sonnet 4.6 (max),Anthropic,claude-sonnet-4-6-adaptive,claude sonnet 4 6,47.340981342502829,47.340981,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,46.7593,17.120554,1,63.879853635514927,63.879854,12.775970727102985,12.775971,74.0,13.913209,4,87.913209112153623,87.913209,17.582641822430723,17.582642,20.981334,0.0,0,20.981334203140694,20.981334,4.1962668406281383,4.196267,48.680113,0.0,1,48.680113045553533,48.680113,9.7360226091107069,9.736023,15.250397,0.0,0,15.250396716151354,15.250397,3.0500793432302711,3.050079,47.340981342502829
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,32,Grok 4.3 (high),SpaceXAI,grok-4-3,grok 4 3,47.247516561937069,47.247517,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,47.338,0.0,1,47.338000000000001,47.338,9.4675999999999991,9.4676,66.0,20.667533,4,86.667532911292199,86.667533,17.33350658225844,17.333507,29.933763,0.0,0,29.933762751938797,29.933763,5.9867525503877594,5.986753,48.472304,0.847733,1,49.320036560302214,49.320037,9.8640073120604423,9.864007,22.978251,0.0,0,22.978250586152114,22.978251,4.5956501172304227,4.59565,47.247516561937069
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,33,Grok Build 0.1 0616,SpaceXAI,grok-build-0-1-06-16,grok build 0 1 0616,46.323176249745188,46.323176,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,50.2315,0.0,1,50.231499999999997,50.2315,10.046299999999999,10.0463,70.0,0.0,2,70,70.0,14,14.0,31.521269,0.0,0,31.521268814292231,31.521269,6.3042537628584467,6.304254,54.564832,0.0,1,54.564831860450013,54.564832,10.912966372090002,10.912966,25.298281,0.0,0,25.298280573983678,25.298281,5.0596561147967352,5.059656,46.323176249745188
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,34,MiniMax-M3,MiniMax,minimax-m3,minimax m3,46.060955311817594,46.060955,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,45.3704,13.520534,2,58.890933943552028,58.890934,11.778186788710405,11.778187,80.3333,1.73783,5,82.071129508663546,82.07113,16.41422590173271,16.414226,23.782537,0.0,0,23.782536891403026,23.782537,4.7565073782806051,4.756507,40.700211,7.586229,1,48.286439613622072,48.28644,9.6572879227244144,9.657288,17.273737,0.0,0,17.273736601847325,17.273737,3.4547473203694654,3.454747,46.060955311817594
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,35,GPT-5.4 mini (xhigh),OpenAI,gpt-5-4-mini,gpt 5 4 mini,45.943962845047722,45.943963,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,49.8843,0.0,1,49.884300000000003,49.8843,9.9768600000000003,9.97686,73.0,4.423588,4,77.423588288365181,77.423588,15.484717657673036,15.484718,29.085281,0.0,0,29.085280535122067,29.085281,5.8170561070244142,5.817056,46.308133,0.0,1,46.308133229538747,46.308133,9.2616266459077501,9.261627,27.018512,0.0,0,27.018512172212596,27.018512,5.4037024344425184,5.403702,45.943962845047722
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,36,Hy3,Tencent,hy3,hy3,45.467830366876413,45.46783,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,47.5694,8.983599,2,56.55299919177375,56.552999,11.310599838354751,11.3106,74.6667,6.428972,5,81.09567185376639,81.095672,16.219134370753277,16.219134,24.427567,0.0,0,24.427567407792189,24.427567,4.885513481558438,4.885513,46.219184,0.0,0,46.219184004428129,46.219184,9.2438368008856262,9.243837,19.043729,0.0,0,19.043729376621592,19.043729,3.8087458753243184,3.808746,45.467830366876413
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,37,Qwen3.6 Plus,Alibaba,qwen3-6-plus,qwen3 6 plus,45.383855173139871,45.383855,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,40.7407,17.750217,2,58.490917063487771,58.490917,11.698183412697553,11.698183,72.3333,14.941899,4,87.275199392331331,87.275199,17.455039878466266,17.45504,19.144441,0.0,0,19.144440577325934,19.144441,3.8288881154651868,3.828888,40.307889,7.325036,1,47.632924196082946,47.632924,9.5265848392165893,9.526585,14.375795,0.0,0,14.375794636471401,14.375795,2.8751589272942799,2.875159,45.383855173139871
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,38,GPT-5.4 nano (xhigh),OpenAI,gpt-5-4-nano,gpt 5 4 nano,45.163742961010499,45.163743,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,46.875,6.434452,1,53.309452216997641,53.309452,10.66189044339953,10.66189,72.0,6.116389,4,78.116388617656909,78.116389,15.623277723531382,15.623278,27.751916,0.0,0,27.751915970297276,27.751916,5.5503831940594548,5.550383,40.829658,0.0,1,40.829658149066425,40.829658,8.1659316298132847,8.165932,25.8113,0.0,0,25.811299851034235,25.8113,5.1622599702068461,5.16226,45.163742961010499
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,39,GLM-5.1,Z AI,glm-5-1,glm 5 1,44.917606598734189,44.917607,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,43.75,12.941089,2,56.691089300000208,56.691089,11.338217860000041,11.338218,68.0,18.859563,6,86.859563288940947,86.859563,17.37191265778819,17.371913,22.848971,0.0,0,22.848971167843636,22.848971,4.5697942335687278,4.569794,40.557323,0.0,0,40.557323053669862,40.557323,8.1114646107339716,8.111465,17.631086,0.0,0,17.631086183216276,17.631086,3.5262172366432547,3.526217,44.917606598734189
