method,method_label,method_scope,rank,model,creator,slug,variant_group,evidence_tier,score,unique_benchmark_families,board_test_slots_total,min_board_tests,boards_below_main_target,coding_tests,coding_score,agentic-tool-work_tests,agentic-tool-work_score,hard-reasoning_tests,hard-reasoning_score,knowledge-science_tests,knowledge-science_score,instruction-context_tests,instruction-context_score,evidence_rank,rank_change_due_to_required_order,publication_order_rule,required_order_target
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,18,Claude Opus 4.7 (max),Anthropic,claude-opus-4-7,claude opus 4 7,Main,93.0718,20,27,4,0,4,94.334,8,87.842,5,97.219,6,94.582,4,91.383,18,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,19,Gemini 3.1 Pro Preview,Google,gemini-3-1-pro-preview,gemini 3 1 pro preview,Main,92.9156,20,27,3,0,4,89.848,9,84.149,5,97.646,6,96.998,3,95.937,19,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,20,GLM-5.2 (max),Z AI,glm-5-2,glm 5 2,Main,92.721,14,21,3,0,3,92.52,8,86.785,3,97.482,4,91.252,3,95.566,20,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,21,Qwen3.7 Max,Alibaba,qwen3-7-max,qwen3 7 max,Main,92.6796,11,18,3,0,3,91.041,5,86.694,3,97.063,4,93.712,3,94.888,21,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,22,Muse Spark,Meta,muse-spark,muse spark,Provisional,91.4497,9,15,2,2,2,88.268,2,85.304,3,95.423,5,94.514,3,93.74,22,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,23,Kimi K2.6,Kimi,kimi-k2-6,kimi k2 6,Provisional,91.2585,9,15,2,2,2,90.338,2,86.15,3,94.713,5,92.954,3,92.138,23,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,24,DeepSeek V4 Pro (max),DeepSeek,deepseek-v4-pro,deepseek v4 pro,Main,90.818,18,25,3,0,6,88.202,8,85.397,3,95.576,5,91.891,3,93.025,24,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,25,Kimi K2.7 Code,Kimi,kimi-k2-7-code,kimi k2 7 code,Provisional,90.4263,9,15,2,1,2,88.88,3,85.988,3,94.592,4,92.742,3,89.93,25,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,26,MiniMax-M3,MiniMax,minimax-m3,minimax m3,Main,89.5095,12,19,3,0,3,87.294,5,86.664,3,92.782,5,89.446,3,91.362,26,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,27,Nex-N2-Pro,Nex AGI,nex-n2-pro,nex n2 pro,Provisional,89.4892,8,14,2,2,2,86.888,2,86.526,3,93.593,4,90.319,3,90.121,27,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,28,Grok Build 0.1 0616,SpaceXAI,grok-build-0-1-06-16,grok build 0 1 0616,Provisional,89.228,8,14,2,3,2,83.439,2,80.169,3,94.694,5,93.974,2,93.863,28,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,29,Motif 3 (Beta),Motif Technologies,motif-0714,motif 3 beta,Provisional,89.1279,7,13,2,3,2,89.161,2,85.655,3,92.226,4,87.375,2,91.223,29,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,30,Hy3,Tencent,hy3,hy3,Provisional,88.8799,14,21,2,1,5,85.232,7,86.024,3,91.036,4,91.041,2,91.067,30,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,31,Claude Opus 4.6 (max),Anthropic,claude-opus-4-6-adaptive,claude opus 4 6,Main,88.8781,16,22,3,0,3,82.983,6,84.993,3,96.027,6,92.801,4,87.587,31,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,32,Qwen3.7 Plus,Alibaba,qwen3-7-plus,qwen3 7 plus,Provisional,88.6342,9,15,2,2,2,85.405,2,82.405,3,94.492,5,89.324,3,91.545,32,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,33,GPT-5.4 mini (xhigh),OpenAI,gpt-5-4-mini,gpt 5 4 mini,Provisional,88.5367,9,15,2,2,2,86.428,2,83.178,3,92.501,5,88.856,3,91.721,33,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,34,MiMo-V2.5-Pro,Xiaomi,mimo-v2-5-pro,mimo v2 5 pro,Provisional,88.3904,8,14,2,2,2,88.973,2,86.285,3,88.786,4,87.941,3,89.967,34,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,35,Inkling Small,Thinking Machines,inkling-small,inkling small,Main,88.3372,15,22,3,0,4,83.976,7,81.892,3,93.498,5,89.92,3,92.401,35,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,36,Agnes 2.5 Pro Alpha,Sapiens AI,agnes-2-5-pro-alpha,agnes 2 5 pro alpha,Provisional,88.053,8,14,2,2,2,86.737,3,74.818,3,93.97,4,89.25,2,95.489,36,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,37,DeepSeek V4 Flash (max),DeepSeek,deepseek-v4-flash-0420,deepseek v4 flash,Main,88.0041,18,25,3,0,6,85.05,8,81.624,3,93.075,5,89.433,3,90.839,37,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,38,Inkling,Thinking Machines,inkling,inkling,Main,86.6894,15,22,3,0,4,82.046,7,80.376,3,89.961,5,89.632,3,91.434,38,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,39,Claude Sonnet 4.6 (max),Anthropic,claude-sonnet-4-6-adaptive,claude sonnet 4 6,Provisional,86.6527,9,15,2,2,2,90.135,2,86.717,3,87.135,5,90.033,3,79.244,39,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,40,GPT-5.1 (high),OpenAI,gpt-5-1,gpt 5 1,Provisional,86.5876,10,16,2,2,2,80.192,2,82.657,4,93.239,5,88.22,3,88.63,40,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,41,GPT-5.4 nano (xhigh),OpenAI,gpt-5-4-nano,gpt 5 4 nano,Provisional,86.2934,9,15,2,2,2,85.829,2,83.258,3,89.869,5,80.772,3,91.739,41,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,42,GLM-5.1,Z AI,glm-5-1,glm 5 1,Provisional,85.484,8,14,2,2,2,84.988,2,82.306,3,88.189,4,85.245,3,86.692,42,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,43,Grok 4.3 (high),SpaceXAI,grok-4-3,grok 4 3,Provisional,85.4715,9,15,2,2,2,75.319,2,74.841,3,94.254,5,91.758,3,91.185,43,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,44,Qwen3.6 Plus,Alibaba,qwen3-6-plus,qwen3 6 plus,Main,84.3899,12,19,3,0,5,82.892,3,83.572,3,85.025,5,86.064,3,84.397,44,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,45,Kimi K2.5,Kimi,kimi-k2-5,kimi k2 5,Provisional,83.7037,9,15,2,2,2,79.647,2,79.378,3,86.501,5,89.457,3,83.536,45,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,46,GPT-5 (high),OpenAI,gpt-5,gpt 5,Provisional,83.5073,10,16,2,2,2,69.578,2,77.388,4,93.451,5,87.581,3,89.538,46,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,47,MiMo-V2.5,Xiaomi,mimo-v2-5-0424,mimo v2 5,Provisional,83.1729,9,15,2,2,2,85.545,2,82.944,3,84.726,5,80.591,3,82.059,47,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,48,Qwen3.5 397B A17B,Alibaba,qwen3-5-397b-a17b,qwen3 5 397b a17b,Provisional,82.4301,9,15,2,2,2,78.909,2,80.89,3,82.217,5,88.023,3,82.112,48,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,49,MiniMax-M2.7,MiniMax,minimax-m2-7,minimax m2 7,Main,81.6423,12,19,3,0,4,84.231,5,83.416,3,75.937,4,87.351,3,77.278,49,0,fable5_first_gpt56sol_second_v1,
rasch_sparse_item_sensitivity,1PL/Rasch sensitivity including benchmark items seen for at least 3 models,sensitivity_item_min_3,50,Nemotron 3 Ultra,NVIDIA,nvidia-nemotron-3-ultra-550b-a55b,nemotron 3 ultra,Main,81.6143,14,20,3,0,5,78.472,4,75.484,3,84.935,5,82.117,3,87.064,50,0,fable5_first_gpt56sol_second_v1,
